invoiceDate,amount
2021-04-27,515902.42
2021-04-28,671819.32
2021-04-29,455464.06
2021-04-30,1068747.28
2021-05-01,734796.2
2021-05-02,0.0
2021-05-03,855225.74
2021-05-04,360695.4
2021-05-05,328466.46
2021-05-06,480603.2
2021-05-07,415338.56
2021-05-08,402453.64
2021-05-09,0.0
2021-05-10,526431.58
2021-05-11,201550.1
2021-05-12,196962.0
2021-05-13,758212.34
2021-05-14,192466.72
2021-05-15,268645.48
2021-05-16,0.0
2021-05-17,714865.66
2021-05-18,0.0
2021-05-19,800388.52
2021-05-20,861524.24
2021-05-21,204958.2
2021-05-22,243658.24
2021-05-23,0.0
2021-05-24,464985.8
2021-05-25,1012906.7
2021-05-26,405128.78
2021-05-27,1256813.64
2021-05-28,601507.18
2021-05-29,351656.82
2021-05-30,0.0
2021-05-31,102824.02
2021-06-01,780459.88
2021-06-02,784973.66
2021-06-03,344246.9
2021-06-04,356164.22
2021-06-05,649156.34
2021-06-06,0.0
2021-06-07,322540.66
2021-06-08,358338.24
2021-06-09,325917.92
2021-06-10,459020.04
2021-06-11,330384.44
2021-06-12,460034.24
2021-06-13,0.0
2021-06-14,1145986.5
2021-06-15,775930.12
2021-06-16,868944.84
2021-06-17,790697.34
2021-06-18,467609.58
2021-06-19,509341.3
2021-06-20,0.0
2021-06-21,614357.78
2021-06-22,358575.76
2021-06-23,641355.5
2021-06-24,608023.36
2021-06-25,1322428.1
2021-06-26,704622.18
2021-06-27,0.0
2021-06-28,1160468.54
2021-06-29,408911.24
2021-06-30,14953139.78
2021-07-01,573131.42
2021-07-02,1493647.66
2021-07-03,718589.42
2021-07-04,0.0
2021-07-05,1270432.24
2021-07-06,641047.28
2021-07-07,1097837.6
2021-07-08,430951.92
2021-07-09,611506.38
2021-07-10,981656.86
2021-07-11,0.0
2021-07-12,1005212.76
2021-07-13,1376281.54
2021-07-14,613327.62
2021-07-15,824235.96
2021-07-16,1151489.52
2021-07-17,725788.4
2021-07-18,0.0
2021-07-19,427038.38
2021-07-20,892175.1
2021-07-21,734670.08
2021-07-22,774840.54
2021-07-23,270344.08
2021-07-24,661340.62
2021-07-25,0.0
2021-07-26,705621.3
2021-07-27,1058085.5
2021-07-28,631789.26
2021-07-29,625973.8
2021-07-30,460848.06
2021-07-31,405236.8
2021-08-01,0.0
2021-08-02,221916.54
2021-08-03,698336.18
2021-08-04,1661870.66
2021-08-05,1416114.1
2021-08-06,1245313.1
2021-08-07,806880.64
2021-08-08,0.0
2021-08-09,955705.86
2021-08-10,315212.16
2021-08-11,767839.26
2021-08-12,609223.04
2021-08-13,730746.44
2021-08-14,580721.02
2021-08-15,0.0
2021-08-16,623702.5
2021-08-17,472905.98
2021-08-18,512510.06
2021-08-19,927055.28
2021-08-20,339993.6
2021-08-21,1100895.9
2021-08-22,0.0
2021-08-23,854661.54
2021-08-24,1599485.12
2021-08-25,1904518.72
2021-08-26,1173182.42
2021-08-27,109377.04
2021-08-28,0.0
2021-08-29,0.0
2021-08-30,0.0
2021-08-31,0.0
2021-09-01,754660.54
2021-09-02,1473437.14
2021-09-03,592661.72
2021-09-04,298963.22000000003
2021-09-05,0.0
2021-09-06,388895.46
2021-09-07,1263267.54
2021-09-08,836999.0
2021-09-09,573026.64
2021-09-10,913412.0
2021-09-11,367742.1
2021-09-12,0.0
2021-09-13,0.0
2021-09-14,956762.16
2021-09-15,1914107.84
2021-09-16,582969.7
2021-09-17,1158073.52
2021-09-18,319164.8
2021-09-19,0.0
2021-09-20,195256.2
2021-09-21,885907.76
2021-09-22,427440.62
2021-09-23,978548.54
2021-09-24,396570.84
2021-09-25,425848.08
2021-09-26,0.0
2021-09-27,988236.54
2021-09-28,585589.4
2021-09-29,1167001.4
2021-09-30,131573.0
2021-10-01,1035979.84
2021-10-02,686465.0
2021-10-03,0.0
2021-10-04,654085.78
2021-10-05,741501.58
2021-10-06,1019683.62
2021-10-07,958497.7
2021-10-08,1421155.7
2021-10-09,481334.54
2021-10-10,0.0
2021-10-11,380258.08
2021-10-12,419626.46
2021-10-13,1369169.3
2021-10-14,508381.04
2021-10-15,470201.72
2021-10-16,824881.32
2021-10-17,0.0
2021-10-18,846569.2
2021-10-19,584049.2
2021-10-20,690558.48
2021-10-21,306687.32
2021-10-22,946327.24
2021-10-23,1071188.14
2021-10-24,0.0
2021-10-25,887759.68
2021-10-26,1387583.2
2021-10-27,1726919.76
2021-10-28,1044883.8
2021-10-29,1037216.78
2021-10-30,958513.86
2021-10-31,0.0
2021-11-01,357261.4
2021-11-02,153684.32
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,666848.54
2021-11-10,1574727.22
2021-11-11,1309925.56
2021-11-12,587280.7
2021-11-13,620150.68
2021-11-14,0.0
2021-11-15,113157.84
2021-11-16,1338310.78
2021-11-17,718273.2
2021-11-18,303601.26
2021-11-19,225465.54
2021-11-20,350474.38
2021-11-21,0.0
2021-11-22,896559.66
2021-11-23,181114.0
2021-11-24,1386354.1
2021-11-25,1605184.7
2021-11-26,328084.8
2021-11-27,651314.02
2021-11-28,0.0
2021-11-29,405243.8
2021-11-30,798558.6
2021-12-01,930693.8
2021-12-02,713774.38
2021-12-03,637760.42
2021-12-04,461370.68
2021-12-05,0.0
2021-12-06,374524.4
2021-12-07,448530.24
2021-12-08,284811.22
2021-12-09,311783.74
2021-12-10,624545.48
2021-12-11,266163.42
2021-12-12,0.0
2021-12-13,325219.1
2021-12-14,603286.24
2021-12-15,1024329.44
2021-12-16,884277.86
2021-12-17,973527.88
2021-12-18,359129.44
2021-12-19,0.0
2021-12-20,915085.58
2021-12-21,848353.44
2021-12-22,244404.18
2021-12-23,586746.92
2021-12-24,280053.3
2021-12-25,1033046.36
2021-12-26,0.0
2021-12-27,1156284.26
2021-12-28,815664.44
2021-12-29,570762.68
2021-12-30,726697.0
2021-12-31,160490.28
2022-01-01,1357060.9
2022-01-02,0.0
2022-01-03,884623.42
2022-01-04,1248610.9
2022-01-05,431640.94
2022-01-06,439562.72
2022-01-07,841381.88
2022-01-08,1362413.96
2022-01-09,0.0
2022-01-10,486547.98
2022-01-11,497379.1
2022-01-12,254637.24
2022-01-13,1411695.46
2022-01-14,0.0
2022-01-15,1046047.16
2022-01-16,0.0
2022-01-17,1143786.34
2022-01-18,776678.02
2022-01-19,547890.86
2022-01-20,1166419.32
2022-01-21,436608.7
2022-01-22,232511.08
2022-01-23,0.0
2022-01-24,1266690.24
2022-01-25,766967.96
2022-01-26,253246.74
2022-01-27,796070.98
2022-01-28,391605.06
2022-01-29,1673776.06
2022-01-30,0.0
2022-01-31,369113.62
2022-02-01,745943.04
2022-02-02,585079.14
2022-02-03,467815.04
2022-02-04,464571.68
2022-02-05,129678.4
2022-02-06,0.0
2022-02-07,672182.06
2022-02-08,203775.88
2022-02-09,473667.54
2022-02-10,277145.54
2022-02-11,420692.18
2022-02-12,757407.28
2022-02-13,0.0
2022-02-14,642466.28
2022-02-15,437670.6
2022-02-16,1038272.04
2022-02-17,388882.5
2022-02-18,206145.9
2022-02-19,1104497.16
2022-02-20,0.0
2022-02-21,563880.08
2022-02-22,947623.1
2022-02-23,488873.0
2022-02-24,332376.5
2022-02-25,401422.68
2022-02-26,1061498.72
2022-02-27,0.0
2022-02-28,205070.5
2022-03-01,865086.96
2022-03-02,502088.6
2022-03-03,274891.8
2022-03-04,394777.9
2022-03-05,678919.32
2022-03-06,0.0
2022-03-07,500623.42
2022-03-08,690797.14
2022-03-09,582807.54
2022-03-10,761745.42
2022-03-11,304725.76
2022-03-12,1552891.4
2022-03-13,0.0
2022-03-14,1240115.28
2022-03-15,295416.56
2022-03-16,322203.84
2022-03-17,138177.1
2022-03-18,0.0
2022-03-19,262517.96
2022-03-20,0.0
2022-03-21,1647256.04
2022-03-22,1280793.84
2022-03-23,700815.92
2022-03-24,236823.6
2022-03-25,78185.96
2022-03-26,508291.86
2022-03-27,0.0
2022-03-28,629536.04
2022-03-29,171252.62
2022-03-30,48973.3
2022-03-31,229833.84
2022-04-01,919087.76
2022-04-02,3320887.82
2022-04-03,0.0
2022-04-04,1043017.64
2022-04-05,1047773.24
2022-04-06,481646.06
2022-04-07,325366.72
2022-04-08,545496.7
2022-04-09,2346578.88
2022-04-10,0.0
2022-04-11,293620.58
2022-04-12,794470.92
2022-04-13,326095.46
2022-04-14,1017681.96
2022-04-15,556917.28
2022-04-16,575324.14
2022-04-17,0.0
2022-04-18,349299.86
2022-04-19,616225.92
2022-04-20,1032542.56
2022-04-21,458432.8
2022-04-22,224394.72
2022-04-23,2259982.02
2022-04-24,70004.7
2022-04-25,413105.9
2022-04-26,927678.8
2022-04-27,644608.34
2022-04-28,624322.84
2022-04-29,264610.14
2022-04-30,460334.58
2022-05-01,0.0
2022-05-02,584834.42
2022-05-03,443899.84
2022-05-04,199323.56
2022-05-05,1355061.6
2022-05-06,354794.2
2022-05-07,683862.32
2022-05-08,0.0
2022-05-09,1083019.26
2022-05-10,435482.68
2022-05-11,281107.28
2022-05-12,368908.72
2022-05-13,206678.46
2022-05-14,837761.48
2022-05-15,0.0
2022-05-16,766109.84
2022-05-17,879106.5
2022-05-18,993652.02
2022-05-19,327029.26
2022-05-20,938183.22
2022-05-21,355691.5
2022-05-22,0.0
2022-05-23,361580.2
2022-05-24,519059.54
2022-05-25,1220709.28
2022-05-26,426518.3
2022-05-27,1509653.72
2022-05-28,825378.26
2022-05-29,0.0
2022-05-30,300111.34
2022-05-31,18964.0
2022-06-01,1156190.64
2022-06-02,579119.0
2022-06-03,814691.98
2022-06-04,1543818.04
2022-06-05,0.0
2022-06-06,924436.56
2022-06-07,569570.02
2022-06-08,947032.18
2022-06-09,385334.26
2022-06-10,401734.1
2022-06-11,653449.62
2022-06-12,0.0
2022-06-13,875682.18
2022-06-14,248977.8
2022-06-15,1241652.5
2022-06-16,595506.12
2022-06-17,606136.8
2022-06-18,682414.1
2022-06-19,0.0
2022-06-20,606677.18
2022-06-21,323911.6
2022-06-22,829009.8
2022-06-23,959421.84
2022-06-24,664459.08
2022-06-25,445145.82
2022-06-26,0.0
2022-06-27,1010954.1
2022-06-28,2780570.42
2022-06-29,723972.76
2022-06-30,50961.2
2022-07-01,852529.12
2022-07-02,432184.64
2022-07-03,0.0
2022-07-04,493403.8
2022-07-05,921352.44
2022-07-06,729420.76
2022-07-07,1130162.04
2022-07-08,872558.46
2022-07-09,1092845.94
2022-07-10,0.0
2022-07-11,1293454.58
2022-07-12,435563.78
2022-07-13,642128.58
2022-07-14,548435.12
2022-07-15,451237.12
2022-07-16,519652.12
2022-07-17,0.0
2022-07-18,1339371.0
2022-07-19,1478146.66
2022-07-20,1569856.48
2022-07-21,580171.52
2022-07-22,215228.88
2022-07-23,446758.82
2022-07-24,0.0
2022-07-25,1272900.8
2022-07-26,1100353.34
2022-07-27,1765389.68
2022-07-28,398516.52
2022-07-29,954041.58
2022-07-30,249201.4
2022-07-31,0.0
2022-08-01,440398.14
2022-08-02,2094196.88
2022-08-03,1198246.84
2022-08-04,449276.6
2022-08-05,673743.38
2022-08-06,507569.52
2022-08-07,1643637.56
2022-08-08,364066.2
2022-08-09,259382.32
2022-08-10,1335029.26
2022-08-11,206426.18
2022-08-12,662093.9
2022-08-13,1316602.44
2022-08-14,41723.2
2022-08-15,653665.52
2022-08-16,875590.86
2022-08-17,460450.2
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,1851980.9
2022-08-23,935728.4
2022-08-24,2421114.5
2022-08-25,949436.42
2022-08-26,496283.16
2022-08-27,794081.4
2022-08-28,0.0
2022-08-29,610894.66
2022-08-30,363003.44
2022-08-31,187516.3
2022-09-01,1500359.68
2022-09-02,1041228.28
2022-09-03,344980.98
2022-09-04,0.0
2022-09-05,989188.54
2022-09-06,694212.24
2022-09-07,786712.74
2022-09-08,313449.36
2022-09-09,320964.18
2022-09-10,487245.22
2022-09-11,0.0
2022-09-12,319784.26
2022-09-13,1564518.3
2022-09-14,362657.12
2022-09-15,319657.1
2022-09-16,1148660.26
2022-09-17,1932921.32
2022-09-18,0.0
2022-09-19,1799899.44
2022-09-20,618114.94
2022-09-21,315940.0
2022-09-22,278570.3
2022-09-23,580399.84
2022-09-24,806039.62
2022-09-25,0.0
2022-09-26,1430004.48
2022-09-27,593831.82
2022-09-28,476597.24
2022-09-29,905199.24
2022-09-30,449631.1
2022-10-01,1255397.6
2022-10-02,0.0
2022-10-03,2522681.6
2022-10-04,899439.0
2022-10-05,784387.02
2022-10-06,159600.76
2022-10-07,512133.78
2022-10-08,1330934.4
2022-10-09,0.0
2022-10-10,780698.94
2022-10-11,1326589.46
2022-10-12,268337.36
2022-10-13,336177.14
2022-10-14,187759.92
2022-10-15,763883.82
2022-10-16,0.0
2022-10-17,1219509.4
2022-10-18,1635349.18
2022-10-19,999599.4
2022-10-20,1389848.98
2022-10-21,653431.8
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,897419.12
2022-10-29,509945.1
2022-10-30,0.0
2022-10-31,486313.38
2022-11-01,546762.7
2022-11-02,1044174.06
2022-11-03,1015955.32
2022-11-04,1936442.8
2022-11-05,188375.24
2022-11-06,0.0
2022-11-07,740092.34
2022-11-08,736468.02
2022-11-09,602945.54
2022-11-10,1107746.34
2022-11-11,618013.8
2022-11-12,459079.2
2022-11-13,0.0
2022-11-14,567222.1
2022-11-15,1679373.18
2022-11-16,762068.56
2022-11-17,241104.4
2022-11-18,337434.76
2022-11-19,609552.46
2022-11-20,0.0
2022-11-21,877243.3
2022-11-22,2866221.14
2022-11-23,1014193.68
2022-11-24,704029.1
2022-11-25,421646.66
2022-11-26,501762.5
2022-11-27,0.0
2022-11-28,1204794.66
2022-11-29,1771569.62
2022-11-30,250040.6
2022-12-01,2085571.82
2022-12-02,135611.26
2022-12-03,828612.36
2022-12-04,0.0
2022-12-05,653618.56
2022-12-06,364186.46
2022-12-07,244945.4
2022-12-08,567620.56
2022-12-09,462302.72
2022-12-10,577387.12
2022-12-11,0.0
2022-12-12,942514.26
2022-12-13,865534.68
2022-12-14,989375.4
2022-12-15,1315076.7
2022-12-16,328170.9
2022-12-17,1607321.06
2022-12-18,0.0
2022-12-19,780714.06
2022-12-20,1373403.94
2022-12-21,241096.2
2022-12-22,779940.84
2022-12-23,419289.22
2022-12-24,539649.56
2022-12-25,0.0
2022-12-26,605302.52
2022-12-27,1102767.38
2022-12-28,1361730.06
2022-12-29,667494.9
2022-12-30,1017095.3
2022-12-31,197796.74
2023-01-01,0.0
2023-01-02,1713775.96
2023-01-03,1570190.86
2023-01-04,4474063.2
2023-01-05,1720314.72
2023-01-06,3093723.08
2023-01-07,1221558.0
2023-01-08,0.0
2023-01-09,1088409.36
2023-01-10,2109566.1
2023-01-11,1146958.12
2023-01-12,1352001.08
2023-01-13,1278065.08
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,609173.0
2023-01-17,1209667.32
2023-01-18,1715045.48
2023-01-19,2143726.92
2023-01-20,1001236.4
2023-01-21,3496247.36
2023-01-22,0.0
2023-01-23,1542880.3
2023-01-24,1249839.96
2023-01-25,4910257.8
2023-01-26,4083434.6
2023-01-27,1504216.98
2023-01-28,431320.4
2023-01-29,0.0
2023-01-30,1752040.0
2023-01-31,885055.4
2023-02-01,1493401.34
2023-02-02,3924298.44
2023-02-03,3540370.56
2023-02-04,590315.48
2023-02-05,0.0
2023-02-06,1372929.08
2023-02-07,1102313.14
2023-02-08,1241695.68
2023-02-09,467492.58
2023-02-10,303297.08
2023-02-11,2154889.96
2023-02-12,0.0
2023-02-13,897120.0
2023-02-14,521896.12
2023-02-15,2496792.76
2023-02-16,1529834.64
2023-02-17,1804626.76
2023-02-18,321575.52
2023-02-19,0.0
2023-02-20,1016920.4
2023-02-21,2028175.9
2023-02-22,1501462.6
2023-02-23,1998355.32
2023-02-24,775390.68
2023-02-25,809831.08
2023-02-26,0.0
2023-02-27,3310860.42
2023-02-28,2405123.56
2023-03-01,1744835.88
2023-03-02,2565205.52
2023-03-03,1002510.56
2023-03-04,884696.0
2023-03-05,0.0
2023-03-06,2206577.22
2023-03-07,800293.8
2023-03-08,0.0
2023-03-09,1538987.16
2023-03-10,1585498.44
2023-03-11,665965.68
2023-03-12,0.0
2023-03-13,1067541.5
2023-03-14,2820078.66
2023-03-15,1221842.92
2023-03-16,2488129.84
2023-03-17,645577.04
2023-03-18,1230434.32
2023-03-19,0.0
2023-03-20,1516925.0
2023-03-21,1628196.0
2023-03-22,1469883.64
2023-03-23,335786.72
2023-03-24,1712516.16
2023-03-25,1087604.92
2023-03-26,0.0
2023-03-27,2563095.0
2023-03-28,862948.6
2023-03-29,1238926.88
2023-03-30,1520771.8
2023-03-31,67779.34
2023-04-01,3129212.68
2023-04-02,0.0
2023-04-03,2169030.96
2023-04-04,1439497.56
2023-04-05,1924989.64
2023-04-06,1060634.98
2023-04-07,2204519.0
2023-04-08,769209.92
2023-04-09,0.0
2023-04-10,1375718.84
2023-04-11,1390099.16
2023-04-12,1132098.68
2023-04-13,2657278.08
2023-04-14,1198457.72
2023-04-15,446049.68
2023-04-16,0.0
2023-04-17,3893572.68
2023-04-18,2370588.6
2023-04-19,1986461.44
2023-04-20,1417825.96
2023-04-21,1265735.32
2023-04-22,279838.38
2023-04-23,0.0
2023-04-24,2046111.42
2023-04-25,2617364.52
2023-04-26,1538856.58
2023-04-27,1230964.08
2023-04-28,3509168.84
2023-04-29,145264.3
2023-04-30,0.0
2023-05-01,1856864.28
2023-05-02,498970.4
2023-05-03,1656195.14
2023-05-04,1989068.76
2023-05-05,308360.32
2023-05-06,1959198.0
2023-05-07,0.0
2023-05-08,1719080.94
2023-05-09,6048596.18
2023-05-10,2046726.96
2023-05-11,530602.72
2023-05-12,600657.12
2023-05-13,1705641.58
2023-05-14,0.0
2023-05-15,2716616.28
2023-05-16,1192901.2
2023-05-17,1147251.68
2023-05-18,1358292.04
2023-05-19,1114693.96
2023-05-20,1281637.0
2023-05-21,0.0
2023-05-22,2151662.02
2023-05-23,684585.36
2023-05-24,1289141.96
2023-05-25,862376.4
2023-05-26,971797.72
2023-05-27,4083598.44
2023-05-28,0.0
2023-05-29,489461.4
2023-05-30,1903319.68
2023-05-31,193236.4
2023-06-01,3128037.72
2023-06-02,1821333.92
2023-06-03,532474.12
2023-06-04,0.0
2023-06-05,2584411.96
2023-06-06,1009636.72
2023-06-07,1225064.0
2023-06-08,2267091.32
2023-06-09,234726.96
2023-06-10,866284.16
2023-06-11,0.0
2023-06-12,790161.92
2023-06-13,2483725.02
2023-06-14,821667.2
2023-06-15,946246.96
2023-06-16,2536254.52
2023-06-17,2216687.4
2023-06-18,0.0
2023-06-19,966869.48
2023-06-20,1488421.16
2023-06-21,2662363.26
2023-06-22,1858342.24
2023-06-23,1053352.96
2023-06-24,1944006.28
2023-06-25,0.0
2023-06-26,2128746.68
2023-06-27,1962962.32
2023-06-28,287425.8
2023-06-29,506219.12
2023-06-30,213584.8
2023-07-01,1460720.04
2023-07-02,0.0
2023-07-03,2634905.84
2023-07-04,1787959.92
2023-07-05,1160496.18
2023-07-06,4371853.32
2023-07-07,1055299.84
2023-07-08,1960865.84
2023-07-09,0.0
2023-07-10,754653.0
2023-07-11,5762966.96
2023-07-12,1375477.0
2023-07-13,2995344.92
2023-07-14,1669183.14
2023-07-15,1983438.78
2023-07-16,0.0
2023-07-17,2746505.52
2023-07-18,1924146.64
2023-07-19,870045.88
2023-07-20,3511043.96
2023-07-21,1320090.24
2023-07-22,2134578.84
2023-07-23,0.0
2023-07-24,1826786.64
2023-07-25,2964057.02
2023-07-26,3523532.3
2023-07-27,1734150.36
2023-07-28,1141979.84
2023-07-29,1090216.72
2023-07-30,0.0
2023-07-31,177652.04
2023-08-01,2072423.98
2023-08-02,2092186.64
2023-08-03,886460.5
2023-08-04,6030027.36
2023-08-05,2051089.26
2023-08-06,0.0
2023-08-07,1198319.28
2023-08-08,1254817.42
2023-08-09,803634.88
2023-08-10,5106556.9
2023-08-11,2558690.72
2023-08-12,1341127.84
2023-08-13,0.0
2023-08-14,3270555.56
2023-08-15,980351.78
2023-08-16,397129.0
2023-08-17,2212272.8
2023-08-18,2457037.84
2023-08-19,499953.2
2023-08-20,0.0
2023-08-21,1545943.76
2023-08-22,2987463.36
2023-08-23,3366701.7
2023-08-24,1198817.72
2023-08-25,713328.76
2023-08-26,1743149.74
2023-08-27,0.0
2023-08-28,2783934.12
2023-08-29,5559042.74
2023-08-30,4424894.2
2023-08-31,2285163.7
2023-09-01,2831840.0
2023-09-02,2549890.78
2023-09-03,0.0
2023-09-04,3232287.42
2023-09-05,633736.18
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,3865460.42
2023-09-12,1928190.96
2023-09-13,3391212.58
2023-09-14,2972858.92
2023-09-15,392374.42
2023-09-16,906994.28
2023-09-17,0.0
2023-09-18,1076611.2
2023-09-19,2142315.36
2023-09-20,869182.84
2023-09-21,1716475.0
2023-09-22,964957.56
2023-09-23,1951691.9
2023-09-24,0.0
2023-09-25,1976979.96
2023-09-26,4813177.46
2023-09-27,3434053.7
2023-09-28,495086.48
2023-09-29,1632147.36
2023-09-30,500638.5
2023-10-01,0.0
2023-10-02,2804169.36
2023-10-03,2938812.72
2023-10-04,3799590.0
2023-10-05,915051.98
2023-10-06,1177515.88
2023-10-07,2258639.48
2023-10-08,0.0
2023-10-09,1854453.42
2023-10-10,2329785.58
2023-10-11,1793065.78
2023-10-12,763525.0
2023-10-13,1153641.36
2023-10-14,1390769.86
2023-10-15,0.0
2023-10-16,6262876.62
2023-10-17,1786254.68
2023-10-18,5235926.7
2023-10-19,798199.46
2023-10-20,1412899.38
2023-10-21,883605.7
2023-10-22,0.0
2023-10-23,2426676.8
2023-10-24,1426329.18
2023-10-25,2740504.58
2023-10-26,1948348.24
2023-10-27,1267520.32
2023-10-28,2903202.52
2023-10-29,0.0
2023-10-30,2311481.26
2023-10-31,506805.88
2023-11-01,2632829.36
2023-11-02,8418248.48
2023-11-03,1076927.62
2023-11-04,1828535.88
2023-11-05,0.0
2023-11-06,2901831.42
2023-11-07,4894647.6
2023-11-08,1891220.1
2023-11-09,906058.32
2023-11-10,1544576.62
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,937066.38
2023-11-18,1869679.72
2023-11-19,0.0
2023-11-20,1373319.78
2023-11-21,1923582.88
2023-11-22,1451945.28
2023-11-23,2451808.26
2023-11-24,3463437.82
2023-11-25,1676117.14
2023-11-26,0.0
2023-11-27,2568572.92
2023-11-28,1150119.48
2023-11-29,1095939.78
2023-11-30,7062.0
2023-12-01,2433992.0
2023-12-02,1393595.92
2023-12-03,0.0
2023-12-04,4115316.92
2023-12-05,2297261.66
2023-12-06,843885.5
2023-12-07,1606390.98
2023-12-08,2762064.1
2023-12-09,1105214.58
2023-12-10,0.0
2023-12-11,2002675.04
2023-12-12,1446926.1
2023-12-13,1477633.82
2023-12-14,357614.2
2023-12-15,603445.12
2023-12-16,1513555.52
2023-12-17,0.0
2023-12-18,3673339.04
2023-12-19,952814.92
2023-12-20,1220704.46
2023-12-21,3645223.72
2023-12-22,683523.02
2023-12-23,920093.32
2023-12-24,0.0
2023-12-25,2081680.64
2023-12-26,2480589.12
2023-12-27,566094.74
2023-12-28,3477051.1
2023-12-29,1398163.48
2023-12-30,23853.8
2023-12-31,0.0
2024-01-01,3686565.96
2024-01-02,1907409.12
2024-01-03,1648701.4
2024-01-04,1656207.88
2024-01-05,1187179.32
2024-01-06,1361242.16
2024-01-07,0.0
2024-01-08,3086374.66
2024-01-09,4418330.68
2024-01-10,1196312.04
2024-01-11,492905.06
2024-01-12,1270424.96
2024-01-13,2501156.5
2024-01-14,0.0
2024-01-15,1478603.04
2024-01-16,863816.12
2024-01-17,701895.42
2024-01-18,2604958.44
2024-01-19,1794353.68
2024-01-20,1147740.76
2024-01-21,0.0
2024-01-22,447726.16
2024-01-23,2025424.58
2024-01-24,1848856.56
2024-01-25,956268.46
2024-01-26,1563092.78
2024-01-27,3285200.8
2024-01-28,0.0
2024-01-29,601437.52
2024-01-30,3009474.52
2024-01-31,28452.36
2024-02-01,2378814.38
2024-02-02,1773343.66
2024-02-03,2830492.54
2024-02-04,0.0
2024-02-05,1549106.06
2024-02-06,6432532.64
2024-02-07,4084675.14
2024-02-08,2765267.1
2024-02-09,828103.18
2024-02-10,631250.52
2024-02-11,0.0
2024-02-12,2919456.92
2024-02-13,3319508.16
2024-02-14,1608758.7
2024-02-15,2009036.02
2024-02-16,1872593.96
2024-02-17,661168.0
2024-02-18,0.0
2024-02-19,976020.54
2024-02-20,1645892.72
2024-02-21,2178907.84
